pmid,gene,doi,title,abstract,year,keywords,pubmed_count
35202405,FBN1,10.1371/journal.pone.0249151,Stage-differentiated ensemble modeling of DNA methylation landscapes uncovers salient biomarkers and prognostic signatures in colorectal cancer progression.,"Aberrant DNA methylation acts epigenetically to skew the gene transcription rate up or down, contributing to cancer etiology. A gap in our understanding concerns the epigenomics of stagewise cancer progression. In this study, we have developed a comprehensive computational framework for the stage-differentiated modelling of DNA methylation landscapes in colorectal cancer (CRC). The methylation &#x3b2;-matrix was derived from the public-domain TCGA data, converted into M-value matrix, annotated with AJCC stages, and analysed for stage-salient genes using an ensemble of approaches involving stage-differentiated modelling of methylation patterns and/or expression patterns. Differentially methylated genes (DMGs) were identified using a contrast against controls (adjusted p-value &lt;0.001 and |log fold-change of M-value| &gt;2), and then filtered using a series of all possible pairwise stage contrasts (p-value &lt;0.05) to obtain stage-salient DMGs. These were then subjected to a consensus analysis, followed by matching with clinical data and performing Kaplan-Meier survival analysis to evaluate the impact of methylation patterns of consensus stage-salient biomarkers on disease prognosis. We found significant genome-wide changes in methylation patterns in cancer cases relative to controls agnostic of stage. The stage-differentiated models yielded the following consensus salient genes: one stage-I gene (FBN1), one stage-II gene (FOXG1), one stage-III gene (HCN1) and four stage-IV genes (NELL1, ZNF135, FAM123A, LAMA1). All the biomarkers were significantly hypermethylated in the promoter regions, indicating down-regulation of expression and implying a putative CpG island Methylator Phenotype (CIMP) manifestation. A prognostic signature consisting of FBN1 and FOXG1 survived all the analytical filters, and represents a novel early-stage epigenetic biomarker / target. We have designed and executed a workflow for stage-differentiated epigenomic analysis of colorectal cancer progression, and identified several stage-salient diagnostic biomarkers, and an early-stage prognostic biomarker panel. The study has led to the discovery of an alternative CIMP-like signature in colorectal cancer, reinforcing the role of CIMP drivers in tumor pathophysiology.",2022,"Adaptor Proteins, Signal Transducing; Biomarkers, Tumor; Calcium-Binding Proteins; Colorectal Neoplasms; Computer Simulation; CpG Islands; DNA Methylation; Disease Progression; Epigenesis, Genetic; Female; Fibrillin-1; Forkhead Transcription Factors; Gene Expression Regulation, Neoplastic; Humans; Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels; Kaplan-Meier Estimate; Male; Neoplasm Staging; Nerve Tissue Proteins; Phenotype; Potassium Channels; Prognosis; Repressor Proteins; Tumor Suppressor Proteins",1
NA,SGCD,NA,NA,NA,NA,NA,0
32535855,EDIL3,10.1007/s12185-020-02906-w,Genomic &#xfeff;characterization and prognostication applied to a Brazilian cohort of patients with myelofibrosis.,"Genomic characterization of patients with myeloproliferative neoplasms (MPN) may lead to better diagnostic classification, prognostic assessment, and treatment decisions. These goals are particularly important in myelofibrosis (MF). We performed target Next Generation Sequencing for a panel of 255 genes and Chromosome Microarray Analysis (CMA) in 27 patients with MF. Patients were classified according to genomic findings and we compared the performance of a personalized prognostication system with IPSS, MIPSS70 and MIPSS70&#x2009;+&#x2009;v2. Twenty-six patients presented mutations: 11.1% had single driver mutations in either JAK2, CALR or MPL; 85.2% had mutations in non-restricted genes (median: 2 per patient). CMA was abnormal in 91.7% of the 24 cases with available data. Copy-Number-Neutral Loss-of-Heterozygosity was the most common finding (66.7%). Del13q was the most frequent copy number variation, and we could define a 2.4&#xa0;Mb minimally affected region encompassing RB1, SUCLA2 and CLLS2 &#xfeff;loci. The largest genomic subgroup consisted of patients with mutations in genes involved with chromatin organization and splicing control (40.7%) and the personalized system showed better concordance and accuracy than the other prognostic systems. Comprehensive genomic characterization reveals the striking genetic complexity of MF and, when combined with clinical data, led, in our cohort, to better prognostication performance.",2020,"Cancer genes; Developing countries; Myeloproliferative neoplasms; Primary myelofibrosis; Prognostic factors; Adult; Aged; Aged, 80 and over; Brazil; Calcium-Binding Proteins; Calreticulin; Cell Adhesion Molecules; Cohort Studies; DNA Copy Number Variations; Female; Genomics; High-Throughput Nucleotide Sequencing; Humans; Janus Kinase 2; Loss of Heterozygosity; Male; Microarray Analysis; Middle Aged; Mutation; Myeloproliferative Disorders; Primary Myelofibrosis; Prognosis",1
NA,MFAP5,NA,NA,NA,NA,NA,0
34853396,UBE2T,10.1038/s41598-021-02773-3,Pan-cancer analysis of non-oncogene addiction to DNA repair.,"Cancer cells usually depend on the aberrant function of one or few driver genes to initiate and promote their malignancy, an attribute known as oncogene addiction. However, cancer cells might become dependent on the normal cellular functions of certain genes that are not oncogenes but ensure cell survival (non-oncogene addiction). The downregulation or silencing of DNA repair genes and the consequent genetic and epigenetic instability is key to promote malignancy, but the activation of the DNA-damage response (DDR) has been shown to become a type of non-oncogene addiction that critically supports tumour survival. In the present study, a systematic evaluation of DNA repair addiction at the pan-cancer level was performed using data derived from The Cancer Dependency Map and The Cancer Genome Atlas (TCGA). From 241 DDR genes, 59 were identified as commonly essential in cancer cell lines. However, large differences were observed in terms of dependency scores in 423 cell lines and transcriptomic alterations across 18 cancer types. Among these 59 commonly essential genes, 14 genes were exclusively associated with better overall patient survival and 19 with worse overall survival. Notably, a specific molecular signature among the latter, characterized by DDR genes like UBE2T, RFC4, POLQ, BRIP1, and H2AFX showing the weakest dependency scores, but significant upregulation was strongly associated with worse survival. The present study supports the existence and importance of non-oncogenic addiction to DNA repair in cancer and may facilitate the identification of prognostic biomarkers and therapeutic opportunities.",2022,"Biomarkers, Tumor; CRISPR-Cas Systems; Cluster Analysis; DNA Damage; DNA Repair; Gene Expression Regulation, Neoplastic; Genome, Human; Humans; Neoplasms; Oncogene Addiction; Oncogenes; RNA, Small Interfering; Transcriptome",2
33572851,UBE2T,10.3390/cancers13030517,Genetic Analysis of Multiple Myeloma Identifies Cytogenetic Alterations Implicated in Disease Complexity and Progression.,"Multiple myeloma (MM) is a genetically heterogeneous disease characterized by genomic chaos making it difficult to distinguish driver from passenger mutations. In this study, we integrated data from whole genome gene expression profiling (GEP) microarrays and CytoScan HD high-resolution genomic arrays to integrate GEP with copy number variations (CNV) to more precisely define molecular alterations in MM important for disease initiation, progression and poor clinical outcome. We utilized gene expression arrays from 351 MM samples and CytoScan HD arrays from 97 MM samples to identify eight CNV events that represent possible MM drivers. By integrating GEP and CNV data we divided the MM into eight unique subgroups and demonstrated that patients within one of the eight distinct subgroups exhibited common and unique protein network signatures that can be utilized to identify new therapeutic interventions based on pathway dysregulation. Data also point to the central role of 1q gains and the upregulated expression of ANP32E, DTL, IFI16, UBE2Q1, and UBE2T as potential drivers of MM aggressiveness. The data presented here utilized a novel approach to identify potential driver CNV events in MM, the creation of an improved definition of the molecular basis of MM and the identification of potential new points of therapeutic intervention.",2023,copy number variations; cytogenetics; gene expression profiles; multiple myeloma; protein network signatures,2
36096734,KIF20A,10.1186/s12575-022-00174-y,KDELR2-KIF20A axis facilitates bladder cancer growth and metastasis by enhancing Golgi-mediated secretion.,"Bladder cancer (BCa) is a fatal form of cancer worldwide associated with a poor prognosis. Identifying novel drivers of growth and metastasis hold therapeutic potential for the disease. Transport homeostasis between the endoplasmic reticulum and Golgi and the secretion of matrix metalloproteinases (MMPs) mediated by Golgi have been reported to be closely associated with tumor progression. However, to date, mechanistic studies remain limited. Here, we identified KDELR2 as a potential risk factor with prognostic value in patients with BCa, especially those harbouring the KDELR2 amplification. In addition, we found that KDELR2 is a regulator of BCa cell proliferation and tumorigenicity based on bioinformatic analysis with functional studies. Mechanistically, we revealed that KDELR2 could regulate the expression of KIF20A, thus stimulating the expression of MMP2, MMP9 and MKI67. Functionally, the overexpression of KDELR2 and KIF20A markedly promoted proliferation, migration, and invasion in vitro and enhanced tumor growth in vivo, while knockdown of KDELR2 and KIF20A exerted the opposite effects. And the overexpression of KDELR2 also enhanced lymph node metastasis in vivo. Collectively, our findings clarified a hitherto unexplored mechanism of KDELR2-KIF20A axis in increasing Golgi-mediated secretion of MMPs to drive tumor progression in BCa.",2022,Bladder cancer (BCa); KDEL endoplasmic reticulum protein retention receptor 2 (KDELR2); Kinesin family member 20A (KIF20A); MMPs; Prognosis,2
35418689,KIF20A,10.1038/s41388-022-02307-9,The kinesin KIF20A promotes progression to castration-resistant prostate cancer through autocrine activation of the androgen receptor.,"Prostate cancer that recurs following androgen-deprivation therapy is termed castration-resistant, which is incurable and is marked by reactivation of androgen receptor (AR) signaling. KIF20A, a kinesin with unique structural features, is overexpressed in human castration-resistant prostate cancer (CRPC) compared to androgen-dependent PC and benign tissue. KIF20A has well-described roles in mitotic processes, but it has a less characterized function in vesicle fission and trafficking within Golgi-driven secretory pathways. Stable expression of KIF20A in androgen-dependent PC cells promoted progression to CRPC through the activation of AR signaling in vitro and in vivo. KIF20A expression resulted in the secretion of autocrine factors in the conditioned media that activated AR and caused castration-resistant proliferation of na&#xef;ve androgen-dependent cells. Pharmacologic disruption of vesicle biogenesis blocked KIF20A-driven castration-resistant proliferation of androgen-dependent PC. KIF20A depletion or treatment with the KIF20A-specific inhibitor, paprotrain, reduced CRPC. These data are the first to establish KIF20A as a driver of CRPC progression through AR activation and as a promising therapeutic target against CRPC.",2022,"Androgen Antagonists; Androgens; Cell Line, Tumor; Humans; Kinesins; Male; Neoplasm Recurrence, Local; Prostatic Neoplasms, Castration-Resistant; Receptors, Androgen",2
31937901,PCDH15,10.1038/s41379-020-0454-y,Whole-exome sequencing for ocular adnexal sebaceous carcinoma suggests PCDH15 as a novel mutation associated with metastasis.,"Ocular adnexal sebaceous carcinoma (OASeC) is an aggressive eyelid carcinoma. Analysis of molecular-genetic drivers of this disease could reveal new prognostic markers and actionable targets for treatment. To identify somatically acquired genomic mutations in OASeC and explore their associations with metastasis, whole-exome sequencing on DNA extracted from retrospectively collected tumor samples was performed. Thirty-one patients in two orbital oncology centers with OASeC were included. Sequencing results were analyzed to detect mutations and explore their possible association with metastasis. The median patient age was 64 years. A total of 1780 candidate somatic mutations were identified with median mutation rate of 1.0/Mb (range, 0.2-13.6). The five most commonly mutated genes (as determined by MutSig; q value&#x2009;&lt;&#x2009;0.25) were TP53 (mutated in 22 cases), ZNF750 (13 cases), RB1 (12 cases), NOTCH1 (8 cases), and PCDH15 (5 cases). Mutations in ZNF750 or NOTCH1 pathway genes were present in 24 (77%) of the 31 cases; there was a trend toward mutual exclusivity of ZNF750 and NOTCH1 mutations. All eight tumors with NOTCH1 mutations also had TP53 and/or RB1 mutations. Four of the five PCDH15 mutations and all four PCDH15 missense mutations were identified in patients with metastatic disease, including one patient with distant metastasis and three with nodal metastasis. PCDH15 was significantly associated with metastasis (P&#x2009;=&#x2009;0.01). We identified the most commonly mutated genes in a series of OASeCs and found a previously unreported mutation in OASeC, PCDH15 mutation, that was significantly associated with metastasis. NOTCH1 mutation is an actionable mutation; clinical trials targeting this mutation are available throughout the US and could be considered for patients with metastatic NOTCH1-mutant OASeC. TP53, ZNF750, RB1, and PCDH15 mutations are most likely loss-of-function mutations and may have diagnostic and prognostic importance.",2021,"Adenocarcinoma, Sebaceous; Adult; Aged; Aged, 80 and over; Biomarkers, Tumor; Cadherin Related Proteins; Cadherins; Eyelid Neoplasms; Female; Humans; Male; Middle Aged; Mutation; Receptor, Notch1; Retinoblastoma Binding Proteins; Retrospective Studies; Sebaceous Gland Neoplasms; Transcription Factors; Tumor Suppressor Protein p53; Tumor Suppressor Proteins; Ubiquitin-Protein Ligases; Exome Sequencing",1
37191407,NEK2,10.14336/AD.2022.1021,An Integrative Multi-Omics Analysis of The Molecular Links between Aging and Aggressiveness in Thyroid Cancers.,"Aging modifies risk in all cancers, but age is used as a clinical staging criterion uniquely in thyroid cancer (TC). The molecular drivers of age-dependent TC onset and aggressiveness remain poorly understood. We applied an integrative, multi-omics data analysis approach to characterize these signatures. Our analysis reveals that aging, independent of BRAF<sup>V600E</sup> mutational status, drives a significant accumulation of aggressiveness-related markers and poorer survival outcomes, most noticeably at age 55 and over. We identified that chromosomal alterations in loci 1p/1q as aging-associated drivers of aggressiveness, and that depleted infiltration with tumor surveillant CD8+T and follicular helper T cells, dysregulation of proteostasis- and senescence-related processes, and ERK1/2 signaling cascade are key features of the aging thyroid and TC onset/progression and aggressiveness in aging patients but not in young individuals. A panel of 23 genes, including those related to cell division such as CENPF, ERCC6L, and the kinases MELK and NEK2, were identified and rigorously characterized as aging-dependent and aggressiveness-specific markers. These genes effectively stratified patients into aggressive clusters with distinct phenotypic enrichment and genomic/transcriptomic profiles. This panel also showed excellent performance in predicting metastasis stage, BRAF<sup>V600E</sup>, TERT promoter mutation, and survival outcomes and was superior to the American Thyroid Association (ATA) methodology in predicting aggressiveness risk. Our analysis established clinically relevant biomarkers for TC aggressiveness factoring in aging as an important component.",2023,NA,6
34479037,NEK2,10.1016/j.ejmech.2021.113776,"Discovery of imidazo[1,2-a]pyridine-thiophene derivatives as FLT3 and FLT3 mutants inhibitors for acute myeloid leukemia through structure-based optimization of an NEK2 inhibitor.","FMS-like tyrosine kinase 3 (FLT3) with an internal tandem duplication (ITD) mutation has been validated as a driver lesion and a therapeutic target for acute myeloid leukemia (AML). Currently, several potent small-molecule FLT3 kinase inhibitors are being evaluated or have completed evaluation in clinical trials. However, many of these inhibitors are challenged by the secondary mutations on kinase domain, especially the point mutations at the activation loop (D835) and gatekeeper residue (F691). To overcome the resistance challenge, we identified a novel series of imidazo[1,2-a]pyridine-thiophene derivatives from a NIMA-related kinase 2 (NEK2) kinase inhibitor CMP3a, which retained inhibitory activities on FTL3-ITD<sup>D835V</sup> and FLT3-ITD<sup>F691L</sup>. Through this study, we identified the imidazo[1,2-a]pyridine-thiophene derivatives as type-I inhibitors of FLT3. Moreover, we observed compound 5o as an inhibitor displaying equal anti-proliferative activities against FLT3-ITD, FTL3-ITD<sup>D835Y</sup> and FLT3-ITD<sup>F691L</sup> driven acute myeloid leukemia (AML) cell lines. Meanwhile, the apoptotic effects of compound supported its mechanism of anti-proliferative action. These results indicate that the imidazo[1,2-a]pyridine-thiophene scaffold is promising for targeting acquired resistance caused by FLT3 secondary mutations and compound 5o is an interesting lead in this direction.",2022,"AML; FLT3; Imidazole pyridine; Mutants; Antineoplastic Agents; Cell Line, Tumor; Cell Proliferation; Dose-Response Relationship, Drug; Drug Discovery; Drug Screening Assays, Antitumor; Humans; Leukemia, Myeloid, Acute; Molecular Structure; Mutation; NIMA-Related Kinases; Protein Kinase Inhibitors; Pyridines; Structure-Activity Relationship; Thiophenes; fms-Like Tyrosine Kinase 3",6
33917186,NEK2,10.3390/cancers13081768,Systematic Analysis of the Transcriptome Profiles and Co-Expression Networks of Tumour Endothelial Cells Identifies Several Tumour-Associated Modules and Potential Therapeutic Targets in Hepatocellular Carcinoma.,"Hepatocellular carcinoma (HCC) is the sixth most common cancer and the third most common cause of cancer-related death, with tumour associated liver endothelial cells being thought to be major drivers in HCC progression. This study aims to compare the gene expression profiles of tumour endothelial cells from the liver with endothelial cells from non-tumour liver tissue, to identify perturbed biologic functions, co-expression modules, and potentially drugable hub genes that could give rise to novel therapeutic targets and strategies. Gene Set Variation Analysis (GSVA) showed that cell growth-related pathways were upregulated, whereas apoptosis induction, immune and inflammatory-related pathways were downregulated in tumour endothelial cells. Weighted Gene Co-expression Network Analysis (WGCNA) identified several modules strongly associated to tumour endothelial cells or angiogenic activated endothelial cells with high endoglin (<i>ENG</i>) expression. In tumour cells, upregulated modules were associated with cell growth, cell proliferation, and DNA-replication, whereas downregulated modules were involved in immune functions, particularly complement activation. In <i>ENG</i><sup>+</sup> cells, upregulated modules were associated with cell adhesion and endothelial functions. One downregulated module was associated with immune system-related functions. Querying the <i>STRING</i> database revealed known functional-interaction networks underlying the modules. Several possible hub genes were identified, of which some (for example <i>FEN1</i>, <i>BIRC5</i>, <i>NEK2</i>, <i>CDKN3</i>, and <i>TTK</i>) are potentially druggable as determined by querying the <i>Drug Gene Interaction database</i>. In summary, our study provides a detailed picture of the transcriptomic differences between tumour and non-tumour endothelium in the liver on a co-expression network level, indicates several potential therapeutic targets and presents an analysis workflow that can be easily adapted to other projects.",2021,hepatocellular carcinoma; liver endothelial cells; network analysis; tumour associated endothelial cells,6
33601912,NEK2,10.1177/1535370221991094,Mitotic kinases as drivers of the epithelial-to-mesenchymal transition and as therapeutic targets against breast cancers.,"Biological therapies against breast cancer patients with tumors positive for the estrogen and progesterone hormone receptors and Her2 amplification have greatly improved their survival. However, to date, there are no effective biological therapies against breast cancers that lack these three receptors or triple-negative breast cancers (TNBC). TNBC correlates with poor survival, in part because they relapse following chemo- and radio-therapies. TNBC is intrinsically aggressive since they have high mitotic indexes and tend to metastasize to the central nervous system. TNBCs are more likely to display centrosome amplification, an abnormal phenotype that results in defective mitotic spindles and abnormal cytokinesis, which culminate in aneuploidy and chromosome instability (known causes of tumor initiation and chemo-resistance). Besides their known role in cell cycle control, mitotic kinases have been also studied in different types of cancer including breast, especially in the context of epithelial-to-mesenchymal transition (EMT). EMT is a cellular process characterized by the loss of cell polarity, reorganization of the cytoskeleton, and signaling reprogramming (upregulation of mesenchymal genes and downregulation of epithelial genes). Previously, we and others have shown the effects of mitotic kinases like Nek2 and Mps1 (TTK) on EMT. In this review, we focus on Aurora A, Aurora B, Bub1, and highly expressed in cancer (Hec1) as novel targets for therapeutic interventions in breast cancer and their effects on EMT. We highlight the established relationships and interactions of these and other mitotic kinases, clinical trial studies involving mitotic kinases, and the importance that represents to develop drugs against these proteins as potential targets in the primary care therapy for TNBC.",2021,Aurora kinases; Bub1; Centrosome/mitotic kinases; Hec1; breast cancer; epithelial-to-mesenchymal transition; Animals; Breast Neoplasms; Epithelial-Mesenchymal Transition; Female; Humans; Mitosis; Protein Kinases,6
28112719,NEK2,10.1038/oncsis.2016.88,The role of the cancer stem cell marker CD271 in DNA damage response and drug resistance of melanoma cells.,"Several lines of evidence have suggested that stemness and acquired resistance to targeted inhibitors or chemotherapeutics are mechanistically linked. Here we observed high cell surface and total levels of nerve growth factor receptor/CD271, a marker of melanoma-initiating cells, in sub-populations of chemoresistant cell lines. CD271 expression was increased in drug-sensitive cells but not resistant cells in response to DNA-damaging chemotherapeutics etoposide, fotemustine and cisplatin. Comparative analysis of melanoma cells engineered to stably express CD271 or a targeting short hairpin RNA by expression profiling provided numerous genes regulated in a CD271-dependent manner. In-depth analysis of CD271-responsive genes uncovered the association of CD271 with regulation of DNA repair components. In addition, gene set enrichment analysis revealed enrichment of CD271-responsive genes in drug-resistant cells, among them DNA repair components. Moreover, our comparative screen identified the fibroblast growth factor 13 (FGF13) as a target of CD271, highly expressed in chemoresistant cells. Further we show that levels of CD271 determine drug response. Knock-down of CD271 in fotemustine-resistant cells decreased expression of FGF13 and at least partly restored sensitivity to fotemustine. Together, we demonstrate that expression of CD271 is responsible for genes associated with DNA repair and drug response. Further, we identified 110 CD271-responsive genes predominantly expressed in melanoma metastases, among them were NEK2, TOP2A and RAD51AP1 as potential drivers of melanoma metastasis. In addition, we provide mechanistic insight in the regulation of CD271 in response to drugs. We found that CD271 is potentially regulated by p53 and in turn is needed for a proper p53-dependent response to DNA-damaging drugs. In summary, we provide for the first time insight in a CD271-associated signaling network connecting CD271 with DNA repair, drug response and metastasis.",2020,NA,6
24389189,NEK2,10.2741/4212,"Nek2 and Plk4: prognostic markers, drivers of breast tumorigenesis and drug resistance.","The Nek2 and Plk4 kinases serve as crucial regulators of mitotic processes such as the centrosome duplication cycle and spindle assembly. Deregulation of these processes can trigger chromosome instability and aneuploidy, which are hallmarks of many solid tumors, including breast cancer. Emerging data from the literature illustrated various functions of Nek2 in breast cancer models, with compelling evidence of its prognostic value in breast tumors. The two kinases control distinct steps in the centrosome-centriole cycle and their dysregulation lead to centrosome amplification, marked by the presence of more than two centrosomes within the cell. We found single or composite overexpression of these kinases in breast tumor samples, regardless of subtype, which strongly associated with poor prognosis. Interestingly, in a panel of established cell lines, both kinases are highly expressed in Her2-positive breast cancer cells exhibiting centrosome amplification and trastuzumab resistance. In summary, it appears that Nek2 and Plk4 might synergize to promote breast tumorigenesis and may also be involved in tamoxifen and trastuzumab resistance.",2014,"Biomarkers, Tumor; Breast Neoplasms; Carcinogenesis; Drug Resistance, Neoplasm; Female; Humans; NIMA-Related Kinases; Prognosis; Protein Serine-Threonine Kinases",6
35918906,NUF2,10.1002/jhbp.1223,Molecular characterization-based multi-omics analyses in primary liver cancer using the Japanese version of the genome atlas.,"Primary liver cancer (PLC) is classified into hepatocellular carcinoma (HCC), intrahepatic cholangiocarcinoma (ICC), and combined hepatocellular and intrahepatic cholangiocarcinoma (CHC). We investigated the genomic landscape of PLC according to the histological classification and established a cross-histological molecular subtyping for PLC by a multi-omics analysis. We analyzed 265 PLC cases with whole-exome sequencing and DNA copy number analyses and 251 cases with gene expression profiling. The cohort included HCC (n&#xa0;=&#xa0;223, 84%), ICC (n&#xa0;=&#xa0;34, 13%), and CHC (n&#xa0;=&#xa0;8, 3%). Mutation analyses identified histological type-specific driver genes, such as CTNNB1 in HCC and KRAS, IDH1, and PIK3CA in ICC, and ARID1A and KMT2C in CHC. The tumor suppressor gene TP53 mutation was detected in 21.1% of HCC, 16.1% of ICC, and 25.0% of CHC cases. Other well-characterized tumor suppressor genes included RB1, which was mutated in 2.8% of HCC and 3.2% of ICC; and PTEN, which was mutated in 1.4% of HCC, 3.2% of ICC, and 12.5% of CHC cases. DNA copy number analyses identified focal amplifications, with NUF2 (1q23.3) the most frequently detected as an amplified gene in all 3 types (HCC, 3.8%; CHC, 12.5%, ICC, 3.2%). Molecular subtyping for PLC based on the multi-omics analysis identified three subtypes, one of which was associated with recurrence after resection and amplified genes located at chromosome 8q. Our dataset serves as a fundamental resource for genomic medicine for PLC in Japan and identified amplified genes located at chromosome 8q as promising therapeutic targets for the subgroup with a poor prognosis.",2023,"copy number variant; driver mutation; gene expression profile; liver cancer; multi-omics analyses; Humans; Carcinoma, Hepatocellular; Liver Neoplasms; East Asian People; Multiomics; Cholangiocarcinoma; Bile Duct Neoplasms; Bile Ducts, Intrahepatic; DNA; Prognosis",3
34239701,NUF2,10.4254/wjh.v13.i6.662,Role of chromosome 1q copy number variation in hepatocellular carcinoma.,"Chromosome 1q often has been observed to be amplified in hepatocellular carcinoma. This review summarizes literature reports of multiple genes that have been proposed as possible 1q amplification drivers. These largely fall within 1q21-1q23. In addition, publicly available copy number alteration data from The Cancer Genome Atlas project were used to identify additional candidate genes involved in carcinogenesis. The most frequent location for gene amplification was 1q22, consistent with the results of the literature search. The genes <i>TPM3</i> and <i>NUF2</i> were found to be candidates whose amplification and/or mRNA up-regulation was most highly associated with poorer hepatocellular carcinoma outcomes.",2021,Chromosomal amplification; Hepatocellular carcinoma; Liver cancer; The Cancer Genome Atlas,3
23056589,NUF2,10.1371/journal.pone.0047086,An RNA interference lethality screen of the human druggable genome to identify molecular vulnerabilities in epithelial ovarian cancer.,"Targeted therapies have been used to combat many tumor types; however, few have effectively improved the overall survival in women with epithelial ovarian cancer, begging for a better understanding of this deadly disease and identification of essential drivers of tumorigenesis that can be targeted effectively. Therefore, we used a loss-of-function screening approach to help identify molecular vulnerabilities that may represent key points of therapeutic intervention. We employed an unbiased high-throughput lethality screen using a 24,088 siRNA library targeting over 6,000 druggable genes and studied their effects on growth and/or survival of epithelial ovarian cancer (EOC) cell lines. The top 300 ""hits"" affecting the viability of A1847 cells were rescreened across additional EOC cell lines and non-tumorigenic, human immortalized ovarian epithelial cell lines. Fifty-three gene candidates were found to exhibit effects in all tumorigenic cell lines tested. Extensive validation of these hits refined the list to four high quality candidates (HSPA5, NDC80, NUF2, and PTN). Mechanistic studies show that silencing of three genes leads to increased apoptosis, while HSPA5 silencing appears to alter cell growth through G1 cell cycle arrest. Furthermore, two independent gene expression studies show that NDC80, NUF2 and PTN were significantly aberrantly overexpressed in serous adenocarcinomas. Overall, our functional genomics results integrated with the genomics data provide an important unbiased avenue towards the identification of prospective therapeutic targets for drug discovery, which is an urgent and unmet clinical need for ovarian cancer.",2013,"Apoptosis; Carcinoma, Ovarian Epithelial; Carrier Proteins; Cell Cycle; Cell Cycle Proteins; Cell Line, Tumor; Cytokines; Cytoskeletal Proteins; Endoplasmic Reticulum Chaperone BiP; Female; Gene Expression Regulation, Neoplastic; Heat-Shock Proteins; Humans; Neoplasms, Glandular and Epithelial; Nuclear Proteins; Ovarian Neoplasms; RNA Interference; RNA, Small Interfering; Reverse Transcriptase Polymerase Chain Reaction",3
29088801,HMMR,10.18632/oncotarget.20157,"<i>FAM83D</i>, a microtubule-associated protein, promotes tumor growth and progression of human gastric cancer.","<i>FAM83D</i>, a microtubule-associated protein (MAP), is overexpressed in diverse types of human cancer. The expression and critical role of <i>FAM83D</i> in human gastric cancer (GC), however, remains largely unknown. Here, we conducted molecular, cellular and clinical analyses to evaluate the functional link of <i>FAM83D</i> to GC. <i>FAM83D</i> expression was elevated in gastric tumors, and its expression strongly correlated with lymph node metastasis and TNM stage. In addition, over-expression of <i>FAM83D</i> in GC cell lines enhanced cell proliferation, cycle progression, migration, invasion, as well as tumor growth and metastatic dissemination <i>in vivo</i>. Furthermore, <i>FAM83D</i> exhibited a strong cell cycle correlated expression. The knockdown of <i>FAM83D</i> inhibited the regrowth of microtubules in GC cells. FAM83D was co-immunoprecipitated with HMMR, TPX2, and AURKA, a set of drivers of mitosis progression. Taken together, our results demonstrate <i>FAM83D</i> as an important player in the development of human gastric cancer, and as a potential therapeutic target for the treatment of cancer.",2019,FAM83D; HMMR; TPX2; gastric cancer; proliferation,2
19064580,HMMR,10.1158/1055-9965.EPI-08-0216,Hyaluronan-mediated motility receptor gene single nucleotide polymorphisms and risk of breast cancer.,"A recent study used a network modeling strategy to generate a set of genes linked by potential functional associations. The hyaluronan-mediated motility receptor (HMMR) gene was identified as being as functionally associated with BRCA1 and thus a candidate breast cancer gene. SNPs rs10515860, rs299290, and rs7712023 were reported to be significantly associated with breast cancer in a joint analysis of two small case-control studies. We have examined the association of these single nucleotide polymorphisms, together with others tagging the HMMR gene, in a larger, European case-control study and find no association of any of them with risk of breast cancer: rs10515860 [odds ratio (OR; AA/GG), 0.85; 95% confidence interval (CI), 0.65-1.12; P(trend) = 0.9], rs299290 [OR (CC/TT), 1.00; 95% CI, 0.87-1.15; P(trend) = 0.7], rs3756648 (rs7712023) [OR (TT/CC), 0.93; 95% CI, 0.84-1.02; P(trend) = 0.1], rs299284 [OR (TT/CC), 1.01; 95% CI, 0.76-1.35; P(trend) = 0.5], and rs13183712 [OR (TT/GG), 1.04; 95% CI, 0.88-1.23; P(trend) = 0.6].",2009,"Breast Neoplasms; Case-Control Studies; Chi-Square Distribution; England; Extracellular Matrix Proteins; False Positive Reactions; Female; Genotype; Humans; Hyaluronan Receptors; Polymorphism, Single Nucleotide; Risk",2
NA,MND1,NA,NA,NA,NA,NA,0
